id,listing_url,name,space,host_name,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_since,street,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,price,number_of_reviews
12143408,https://www.airbnb.com/rooms/12143408,Prime Beacon Hill 1BR Condo,The apartment is on the third floor has windows on three sides - its a one-bedroom but has a private study around the corner from the bedroom.   A window seat overlooks picturesque Chestnut Street.,Scott,Boston Massachusetts United States,within a day,60%,96%,false,2014-07-28,Chestnut Street Boston MA 02108 United States,Boston,MA,2108,Apartment,Entire home/apt,2,1.0,1,22000,4
8782592,https://www.airbnb.com/rooms/8782592,Spacious 2 Bd Escape in Beacon Hill,Our apartment building is a 4-story walk-up with the 3rd and 4th floors all to ourselves. Just steps away from Charles St with some of the best restaurants and shopping in the city!,Cara,Boston Massachusetts United States,within a day,70%,77%,true,2014-04-22,West Cedar Street Boston MA 02108 United States,Boston,MA,2108,Apartment,Entire home/apt,4,2.0,2,30000,10
10470115,https://www.airbnb.com/rooms/10470115,Historic Beacon Hill 1BRw/Roof Deck,The unit is on two levels and has a roof deck and a decorative fireplace. The first level has a fully equipped kitchen and a living-room a dining area and cable TV and wireless internet. There is a chaise in the living room suitable for one person to sleep. This apartment has a washer and dryer in the unit.  The second level has a lovely bedroom with a king sized bed and a private bath. This level has skylights.,Harriette Ferne,Boston Massachusetts United States,within a day,77%,33%,false,2015-12-18,Cedar Lane Way Boston MA 02108 United States,Boston,MA,2108,Apartment,Entire home/apt,3,1.0,1,19900,3
7635616,https://www.airbnb.com/rooms/7635616,Temple Street By Maverick Nine,Our professional managed apartments are great for those in town on business pleasure or if you are teaching at one of the great schools in Boston. Our Temple Street apartment rentals offers free 40′ Plasma TV WiFi utilities Flatware Silverware and Cooking Utensils towels linens and convenient access to downtown Boston.   Studio Features:       40″ flatscreen TV with built in WIFI       Direct Satellite TV       Grey Lacquer Kitchen Cabinets       All Stainless Appliances       Italian Carera Marble Counters       European Style Bathrooms       Individual Heat & AC Controls Property Features:       Free High Speed Wireless Internet       Coin-op laundry       Access to Iron and Ironing Boar(URL HIDDEN)Vacuum For Guests to Share The studio's kitchenette comes equipped with a mini fridge microwave two plate stove top toaster and coffee maker.,Alicia,Middlesex County Massachusetts United States,within a few hours,100%,91%,false,2014-10-09,Temple Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,2,1.0,0,15500,5
8537786,https://www.airbnb.com/rooms/8537786,Beacon Hill Room Available,This is a historic area of Boston so the building and rooms are a bit rustic.,Sean,Boston Massachusetts United States,within an hour,100%,92%,false,2015-09-23,Myrtle Street Boston MA 02114 United States,Boston,MA,2114,Townhouse,Private room,1,2.0,1,20200,14
9273978,https://www.airbnb.com/rooms/9273978,Beacon Hill -Charles Street Studio,This studio suite features a custom designed and built murphy bed that provides the ultimate in comfort and flexibility for a studio unit. This brand new unit has hardwood floors throughout granite counter-tops and new stainless steel appliances. The unit has comfortable sofa seating for two as well as a dining table with seating for three people. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots pans and cooking utensils along with oven stove-top and refrigerator. Flat screen TV has basic cable channels including local news and sports channels. Most of our units are designed to be interchangeable and each unit has at least one “like-kind” unit within the same building that is similar in size and identical in amenities as well as sleeping capacity. In most cases the unit you have reserved is the unit you will be staying in however we reserve the right to put you in a like-kind unit for the term of,Brent,Boston Massachusetts United States,within a few hours,98%,66%,false,2011-07-13,Charles Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,2,1.0,0,22900,5
14407094,https://www.airbnb.com/rooms/14407094,Modern comfort on Beacon Hill,This amazing spacious Beacon Hill home is great for anyone looking for a nice stay. You'll have everything you need to stay in peace with modern furniture tv internet and style to match!,Alex,Boston Massachusetts United States,within an hour,100%,94%,false,2015-10-23,Myrtle St Boston MA 02114 United States,Boston,MA,2114,Apartment,Shared room,4,1.0,1,12900,1
9273395,https://www.airbnb.com/rooms/9273395,Spectacular Beacon Hill 1 bedroom,This one bedroom suite features a full-sized kitchen living and dining room combo and a queen-sized bed. This brand new unit has hardwood floors throughout granite counter-tops and new stainless steel appliances. The queen bedroom provides natural light ample closet and drawer space and a BOSE radio and alarm clock. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots pans and cooking utensils along with oven stove-top and refrigerator. The living room has a queen pull-out sofa coffee table dining table with seating for 4 as well as a comfortable reading char. Flat screen TV has basic cable channels including local news and sports channels.,Brent,Boston Massachusetts United States,within a few hours,98%,66%,false,2011-07-13,Charles Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,4,1.0,1,21000,7
10945774,https://www.airbnb.com/rooms/10945774,Historic Beacon Hill Studio Apt.,It is air conditioned in warm (URL HIDDEN) is on the second floor.   All linens and towels are provided.  Maid service is available at an extra cost.   *All of our apartments are non-smoking.  We feel it is not only a perfect location but also a lovely place to live.,Harriette Ferne,Boston Massachusetts United States,within a day,77%,33%,false,2015-12-18,Cedar Lane Way Boston MA 02108 United States,Boston,MA,2108,Apartment,Entire home/apt,2,1.0,0,12900,1
13993185,https://www.airbnb.com/rooms/13993185,Adorable Beacon Hill One Bedroom,This is a perfect and cozy one bedroom in the heart of historic Beacon Hill. You will walk into a living/dining room with a comfortable sectional and breakfast nook. A complete kitchen allows you to make breakfast in the morning and enjoy leftovers the next day. A comfy queen size bed with a closet and drawers allow you to get the rest you need from a hard day working or touring in all of Boston's beautiful neighborhoods. The apartment is professional cleaned between guests and comes complete with fresh bedding towels shampoo conditioner etc. there is a hair dryer too! There is also a laundromat literally a one minute walk up the street.,Ashley,Boston Massachusetts United States,within an hour,100%,100%,false,2016-07-13,Phillips Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,4,1.0,1,20000,10
9274587,https://www.airbnb.com/rooms/9274587,Spectacular Beacon Hill 1 bedroom,This one bedroom suite features a full-sized kitchen living and dining room combo and a queen-sized bed. This brand new unit has hardwood floors throughout granite counter-tops and new stainless steel appliances. The queen bedroom provides natural light ample closet and drawer space and a BOSE radio and alarm clock. The bathroom has a beautiful tile surround tub/shower combo along with stone tile floors. The kitchen is fully equipped with pots pans and cooking utensils along with oven stove-top and refrigerator. The living room has a queen pull-out sofa coffee table dining table with seating for 4 as well as a comfortable reading char. Flat screen TV has basic cable channels including local news and sports channels.,Will,Boston Massachusetts United States,within a day,98%,68%,false,2011-11-26,Charles Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,4,1.0,1,22900,9
6554785,https://www.airbnb.com/rooms/6554785,Apartment close to everything!,This is a 2 room studio apartment (open layout with separate kitchen) located right next to the gold-domed State House and overlooks the Boston Athenaeum.  The unit has a newly updated kitchen (with granite countertops full stove oven & dishwasher) and updated bathroom plus a large walk in closet. This is an elevator building with a doorman. There is a queen size bed hair dryer coffee maker and TV with Netflix and Amazon Prime. Condo has wifi & a laptop. Brand new large pay washers and dryers and trash room are on all the same floor.,Ned,Boston Massachusetts United States,within an hour,100%,100%,true,2015-02-21,Beacon Street Boston MA 02108 United States,Boston,MA,2108,Apartment,Entire home/apt,2,1.0,0,16000,85
4359160,https://www.airbnb.com/rooms/4359160,north slope studio in boston proper,A nice quiet second floor studio in a building built in 1895.  Windows south facing providing warmth and light year-around.  Heat with thermostat control and AC unit in summer.  Queen size bed with firm pillow-top mattress and extra folding twin-size memory-foam mattress.  Full bathroom with shower&tub within the apartment.  Kitchen equipped with full refrigerator and stove/oven microwave pots/pans dishes and table with chairs. What's great about being here is all 4 lines of the subway are a very short walk away (Bowdoin Charles/mghNorth Station Park street) and lots of things are walking distance too!,Sean,Boston Massachusetts United States,within an hour,100%,100%,false,2010-12-21,Irving Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,2,1.0,0,9900,174
3392423,https://www.airbnb.com/rooms/3392423,Room in penthouse apt /Beacon Hill,Private room in a cool penthouse apartment in excellent condition in Boston's historic Beacon Hill. Small bedroom w/ a full-size bed. The apartment has a private roof deck! Short walk to nearest T Quincy Market Faneuil Hall and the Boston Common. Private room in a cool penthouse apartment in excellent condition in Boston's historic Beacon Hill. Small bedroom w/ a full-size bed. The apartment has a private roof deck! Short walk to nearest T Quincy Market Faneuil Hall and the Boston Common. Beautiful 19th century penthouse apartment with plenty of historic feel. Recently remodeled with exposed brick walls and modern kitchen and bathroom. Located in atmospheric Beacon Hill within a short walking distance from plenty of restaurants bars Whole Foods the Massachusetts General Hospital Quincy Market Faneuil Hall the Boston Common and the Charles/MGH T stop. Parking is available at the Charles River Plaza Garage for $40/24h. I'll be around and would be happy to give more info abou,Tuomas,Boston Massachusetts United States,within an hour,100%,88%,false,2012-09-03,Garden St. Boston MA 02114 United States,Boston,MA,2114,Apartment,Private room,2,1.0,1,11500,91
14074739,https://www.airbnb.com/rooms/14074739,The Red Brick Road,The space is 3 rooms and a bathroom but they are pretty much all connected. There is a full bed and a large couch. Although the apartment is not brand new it is very homey and quaint. Full kitchen (with the exception of the gas stove) and all utensils are available for guest use. Full bath. Temperature: I have two window AC units and a fan if you prefer to sleep in an ice box. I cannot control the heat in the winter but turn the AC if needed. If you have any special requests. Please advise. If you are looking to sleep 3 people two will need to sleep in the bed and one on the couch. The couch does not fold out. If you require extra linens please request those. I have shampoo conditioner soap hairdryer iron. Let me know if you have any questions. Thank you for checking out my apartment!,Nike,Boston Massachusetts United States,within an hour,100%,100%,false,2014-07-09,Myrtle Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,2,1.0,1,17500,1
4489490,https://www.airbnb.com/rooms/4489490,Charles St Studio Apt Boston #31,92 Charles is located in the most desirable neighborhood in Boston Beacon Hill while being just steps from the Charles River and the Public Garden. With a prime location convenient to Boston’s best boutique shopping areas fine dining and attractions living at Compass on Charles Street will make you feel right at home. The charm of this neighborhood coupled with beautiful apartment finishes and custom furnishings makes Compass on Charles Street a perfect home away from home. Community Amenities - Walk to Shops/Restaurants - Walk to Boston Common and Charles River - Walk to Charles River Esplanade - Walk to MBTA Apartment Features - Beautifully Furnished & Equipped - High Ceilings - Beautiful Hardwood Flooring Throughout  - Living Areas - Fireplace - Granite Countertops  - Fully Equipped Kitchens with Stainless Steel Appliances - 3rd Floor Walkup  - Cats Only Allowed **Parking  Parking is not available on site. Garages and metered spaces are available in the surrounding location f,Adam,Boston Massachusetts United States,within a few hours,100%,67%,false,2014-09-02,Charles Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,2,1.0,0,22900,16
508017,https://www.airbnb.com/rooms/508017,Beautiful Studio in Beacon Hill,This studio is situated in the heart of the most beautiful neighborhood in Boston and around the corner from the most expensive real estate in the city.  Less than ten minutes walk to T stops MGH Back Bay and Financial District; and a 15-20 minute walk to North End Faneuil Hall the South End and Fenway.  I have taken loving steps to update the kitchen and Bathroom with all new appliances: coffee maker gas stove/oven dishwasher refrigerator microwave &  garbage disposal.  The bathroom was updated last year with white corona marble and tiles.  There is a full-size Murphy bed that folds from wall love seat chair and ottoman.  Kitchen is stocked with all utensils and cookware. Parking tends to be a bit difficult in the area if you arrive late evenings but I have actually always managed to find an overnight spot close by. If you want to be super safe there are parking garages nearby. Restaurants drinks movie theater live music grocery store haircut etc. all within 5 min wal,Susan,Cambridge Massachusetts United States,within an hour,100%,100%,false,2012-05-30,Mt Vernon St Boston MA 02108 United States,Boston,MA,2108,Apartment,Entire home/apt,2,1.0,1,19900,156
8170181,https://www.airbnb.com/rooms/8170181,Gorgeous Beacon Hill Apartment,This is a perfect cozy one bedroom in the heart of downtown Boston. You will walk into a living room with a comfortable sectional and breakfast table. A complete kitchen allows you to make breakfast in the morning and enjoy leftovers the next day. A comfy queen size bed with a large closet and drawers allow you to get the rest you need from a hard day working or touring in all of Boston's beautiful neighborhoods. Apartment is professionally cleaned top to bottom before every new arrival. This includes fresh bedding and towels. For guest stays longer than one week a cleaning will be scheduled once every week at a convenient time determined by the guest. This cleaning is included in the listing price!,Mark And Ashley,Boston Massachusetts United States,within a few hours,100%,100%,false,2015-01-18,Anderson Pl Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,3,1.0,1,20000,22
3068453,https://www.airbnb.com/rooms/3068453,Large Studio in Theater District,**KINDLY NOTE:** The discounted price you see above is due to the fact that this is an old building - and although we have professionally designed each unit the old age does still show. Please keep this in mind during your stay and be kind with reviews. Please understand that Boston is considered the 2nd most expensive city in the US after New York and average hotel prices in the area are $300-$500 dollars a night. This unit is bordering the Boston Commons and right smack dab in the middle of Downtown. We have done the best with what we have and we hope our guests have reasonable expectations and a very pleasant stay! Please be warned that the Owner of the building has asked that tenants leave their trash bags at the top of the first floor stairs as he doesn't approve of them going behind the building to the dumpster. The superintendent then takes this trash behind the building every night. This means you will often see trash at the top of these stairs until the evening. Studio inc,Ahmed,Cambridge Massachusetts United States,within a few hours,94%,84%,false,2012-05-12,Tremont Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,3,1.0,0,13300,74
2821825,https://www.airbnb.com/rooms/2821825,[1852-2C]2BRs in Downtown Boston,Residents can enjoy fantastic on-site amenities including an outdoor swimming pool an expansive lounge billiards room yoga studio. and a fitness center with state-of-the-art strength trainingfree weights and cardio equipment. This property offers 24-hour emergency maintenance and a coffee lounge with complimentary morning coffee. Review of Property Amenities --Full time Concierge  --24-hour Doorman  --Sun deck  --Swimming pool  --Business center  --Fitness center  --Pets permitted (fee required)  --E-lounge  --Solarium  --Cyber cafe  --Resident Lounge with kitchen & billiards room  --Pet spa  --Housekeeping service available (fee)  --24-hour Maintenance Apartment Features: --High-capacity washers & dryers in unit  --Chef's sink with restaurant inspired faucet  --GE stainless steel applications  --Recycled glass counter tops  --European-style flat panel cabinets  --Modern subway tile back splashes  --Contemporary high efficiency lighting  --High ceilings  --Oak flooring  --Over size,Seamless,US,within a few hours,89%,45%,false,2009-07-10,Washington St Boston MA 02111 United States,Boston,MA,2111,Apartment,Entire home/apt,4,2.0,2,32900,4
21891,https://www.airbnb.com/rooms/21891,[1168-2NH]Lux 2BR - Downtown Boston,Beautifully Furnished 2 Bedroom apartments in a brand new luxury high-rise. Apartment Features: Washer/Dryer In Unit Granite kitchen countertops Dishwasher in unit Walk-in closets Disposal Tile flooring Gourmet kitchens with granite countertops Central heat and air conditioning Hardwood floors High ceilings Spacious floor plans Building Features: New building 28 floor Hi-Rise Full time Concierge 24-hour Doorman Swimming pool Business center Fitness center Cats allowed (fee) ATM Cardio Theater Storage Dry cleaning valet service Housekeeping service available 24-hour attended front desk Gaming lounge Near Theatre district Complimentary: Digital Cable High speed internet access Local phone service Utilities included with cap Wireless Internet *** Each suite is unique and the photos shown are representative of available units. Specific suites and furnishings cannot be guaranteed. NOTE**Short-term rental rates vary by season length of stay City events and property census—very much like h,Seamless,US,within a few hours,89%,45%,false,2009-07-10,Washington Street Boston MA 02111 United States,Boston,MA,2111,Apartment,Entire home/apt,4,1.0,2,34900,21
13686161,https://www.airbnb.com/rooms/13686161,Chic 1BR in Downtown Boston,When you walk through the front door of this Flatbook you’ll find a clean place ready to welcome you: from the fluffy towels to the welcome book filled with local knowledge. If you need anything during your stay just contact our 24-hour guest experience team. We’re always happy to help! In this Flatbook you’ll find: • High-speed WiFi • Welcome book with local recommendations • Fresh linens and towels • Complimentary toiletries • Fully equipped kitchen • Basics like coffee tea sugar and cooking oil • Television with cable and an HDMI cord,Flatbook,Montreal Quebec Canada,within a few hours,71%,98%,false,2014-02-14,Arch Street Boston MA 02110 United States,Boston,MA,2110,Apartment,Entire home/apt,4,1.0,1,20900,1
4021522,https://www.airbnb.com/rooms/4021522,[1852-N]Lux 2BR - Downtown Boston,Residents can enjoy fantastic on-site amenities including an outdoor swimming pool an expansive lounge billiards room yoga studio and a fitness center with state-of-the-art strength trainingfree weights and cardio equipment. This property offers 24-hour emergency maintenance and a coffee lounge with complimentary morning coffee. Property Amenities: --Full time Concierge  --24-hour Doorman  --Sun deck  --Swimming pool  --Business center  --Fitness center  --Pets permitted (fee required)  --E-lounge  --Solarium  --Cyber cafe  --Resident Lounge with kitchen & billiards room  --Pet spa  --24-hour Maintenance Apartment Features: --High-capacity washers & dryers in unit  --Chef's sink with restaurant inspired faucet  --GE stainless steel applications  --Recycled glass counter tops  --European-style flat panel cabinets  --Modern subway tile back splashes  --Contemporary high efficiency lighting  --High ceilings  --Oak flooring  Your rental includes: All furnishings housewares Digital C,Seamless,US,within a few hours,89%,45%,false,2009-07-10,Washington Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,4,2.0,2,32900,6
9905304,https://www.airbnb.com/rooms/9905304,Great Downtown Apt,This is my newest apartment.  Free airport pickup museum passes and tours of Boston are included with your stay! In the heart of downtown this apartment is ideally located for those visiting Boston for either work or travel. It is just a few minutes' walk to the major subway lines. (red line: South Station orange line: Tufts Medical Center green line: Boylston Street) and close to attractions like Boston Common the Theater District Chinatown and the many stores and department stores located nearby. This apartment is extremely quiet and has recently been refinished and furnished. Be one of the first to enjoy this convenient location. (Elevator access and laundry on premises.) We welcome you to Boston and our home! We are available 24/7 to assist you during your stay. Guests receive free passes to the New England Aquarium Museum of Science Museum of Fine Arts passes to enjoy as well as tours of historic downtown Boston and Harvard University. You have complete access to the apart,Hasan Oguz,Boston Massachusetts United States,within an hour,98%,72%,false,2014-10-15,Washington Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,6,1.0,2,37500,1
10742655,https://www.airbnb.com/rooms/10742655,1 minute walk to subway station,Please notice that if your booking dates are not available for this room it doesn't mean we don't have rooms available. Please choose any available date (no need for your request date) then click (contact me) under my name Rex or view other listing. 3 minutes walk to subway and beach 10 minutes to airport and 15 minutes to downtown Boston free wireless internet free laundry (washer only) free utility no tax  free kitchen.  Private bedroom basically furnished with queen or twin size bed.  More information:  1. We have one off street parking place. You need ask whether we will reserve it for you when book. On street parking is free at night (7:00pm to 7:00am) and weekend. But you can always park your car at subway station parking lot which is $5 per day (very cheap and safe). 2. We have two rooms with window air-conditioner and two rooms with fan only. Please confirm whether you will get the room with air-conditioner when book (some guest complaint this in summer sometimes). First b,Rex,Boston Massachusetts United States,within a few hours,97%,63%,false,2014-06-18,State Street Boston MA 02109 United States,Boston,MA,2109,Apartment,Private room,8,1.0,1,7000,4
3653207,https://www.airbnb.com/rooms/3653207,Back Bay/Downtown Beautiful Convenient 1 Bedroom,This apartment is centrally located downtown steps from Boston Common and Public Garden. Unit is professionally cleaned before and after each guest. Maid service always makes the bed with fresh clean linens and puts out clean towels before arrival. 24 Hour Check in Available Easy Check in and Check out.  The unit is in the best possible location. The most sought after location in Boston. Back Bay/Downtown area this location allows you to walk across the street for restaurants convenient stores grab a cab or access public transit. Everything is at your fingertips.  Also great for business travelers and visitors heading to conventions. Can do short notice bookings if apartment is available.  Late night check in available. Cable TV 80+ Channels and WiFi Hall closet is locked. Entire unit is exceptionally clean and free from my personal items such as clothes picture frames clutter etc. Clean Clean Clean and ready for guests always. Closet in bedroom is empty and has hangers and cab,Karen,Andover Massachusetts United States,within an hour,100%,100%,false,2014-07-20,Warrenton Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,2,1.0,1,25000,58
7240775,https://www.airbnb.com/rooms/7240775,[1909-2] 2BR -The Victor-North End,With outstanding views of the Zakim Bridge and downtown situated atop North Station T featuring amazing interiors and amenities. The Victor is unlike anything else around. Apartment Features: • Fully Furnished  • All Utilities  • Housewares  • Basic Cable  • High-speed Internet  • Local Phone  • 24-hour Emergency Service  • Starter Toiletries  • Welcome Home Collection  • Spa Therapy Bath Amenities  • 24-hour Emergency Building Features: • 24 hour athletic center  • 24 hour concierge desk  • Gourmet kitchen  • Garage Parking Available for stays over 31 nights.(Fee) • In-Unit Washer and Dryer  • Business Center  • Central heating and air  • Roof Top Lounge Please Note: Model Unit Photos are Shown. -- 1 Parking space available for a additional $475 per month. -- Bi-weekly maid service available for all stays over 31-nights can be added at a cost of $10 per day. ***NOTE: Short-term rental rates vary by season length of stay City events and property census—very much like hotels.,Seamless,US,within a few hours,89%,45%,false,2009-07-10,Beverly Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,4,2.0,2,32900,2
14421910,https://www.airbnb.com/rooms/14421910,2-BR Condo 0.4 Miles to Boston's North End AN2,Located in Downtown Boston! WE HAVE SEVERAL PROPERTIES IN THIS BUILDING AND THROUGHOUT BOSTON. While we decorate each condo similarly minor differences between condos may not be reflected in the photographs. | Call 24/7 or visit the Stay Alfred website to book or to learn more about all of our Boston Vacation Rentals! | Located in the West End the gorgeous Avenir by Stay Alfred offers Boston’s premier vacation accommodations. Part of the recently revitalized Bulfinch Triangle Historic District Avenir features gourmet kitchens and upscale design elements like high ceilings and cherry plank wood flooring. Community amenities such as a 24 hour fitness center and rooftop deck with stunning views will make your visit to Boston unforgettable. Gourmet dining incredible shopping and some of Boston’s best attractions are close by. Looking to enjoy a Bruins or Celtics game? TD Garden is just a stone’s throw away. If you’d like to explore further North station is just a short walk away as,Stay Alfred,Spokane Washington United States,within an hour,100%,36%,false,2013-02-04,Archstone Avenir 101 Canal Street Boston MA 02114 United States,Boston,MA,2114,Apartment,Entire home/apt,5,2.0,2,11900,0
2747654,https://www.airbnb.com/rooms/2747654,Nice Furnished Apt by Theater Distr,**KINDLY NOTE:** The discounted price you see above is due to the fact that this is an old building - and although we have professionally designed each unit the old age does still show. Please keep this in mind during your stay and be kind with reviews. Please understand that Boston is considered the 2nd most expensive city in the US after New York and average hotel prices in the area are $300-$500 dollars a night. This unit is bordering the Boston Commons and right smack dab in the middle of Downtown. We have done the best with what we have and we hope our guests have reasonable expectations and a very pleasant stay! Please be warned that the Owner of the building has asked that tenants leave their trash bags at the top of the first floor stairs as he doesn't approve of them going behind the building to the dumpster. The superintendent then takes this trash behind the building every night. This means you will often see trash at the top of these stairs until the evening. Studio inc,Ahmed,Cambridge Massachusetts United States,within a few hours,94%,84%,false,2012-05-12,Tremont Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,3,1.0,0,15000,67
13081090,https://www.airbnb.com/rooms/13081090,Sleek 2BR in Downtown Boston,When you walk into this 2-bedroom you'll be ready for the loft-lifestyle. Set up over two floors you'll find a suave open-plan kitchen and living area downstairs and spacious bedrooms with plenty of storage on the second floor. There are plenty of fun features to be found from the spiral staircase to the convenient modern appliances. Comfortably furnished and tastefully decorated although this might be your first stay we're sure it won't be your last.  When you walk through the front door of this Flatbook you’ll find a clean place ready to welcome you: from the fluffy towels to the welcome book filled with local knowledge. If you need anything during your stay just contact our 24-hour guest experience team. We’re always happy to help! In this Flatbook you’ll find: • High-speed WiFi • Welcome book with local recommendations • Fresh linens and towels • Complimentary toiletries • Fully equipped kitchen • Basics like coffee tea sugar and cooking oil • Television with cable and an HD,Flatbook,Montreal Quebec Canada,within a few hours,71%,98%,false,2014-02-14,Washington Street Boston MA 02111 United States,Boston,MA,2111,Loft,Entire home/apt,4,2.0,2,27900,5
13216268,https://www.airbnb.com/rooms/13216268,Lux 3 floor penthouse with roof deck in Downtown,Dramatic one-of-a-kind tri-level Penthouse LOFT in Boston's Leather District with 2500 sqft plus 300 sqft of private roof deck overlooking downtown Boston! Featuring a 30 ft ceiling height from foyer area huge rooftop skylights flooding the space with natural light original hardwood flooringexposed brick & beam throughout. Dramatic remodel in 2014-2015. All of the furniture is less than 6 months old. Linens and towels are brand new; they are less than one month old. Newly renovated 3+ bedroom + 3 full bathrooms + seperate office space + additional loft living space home in Boston Leather District. Offers a spacious and bright open layout including a large master suite with en-suite bath (full bathroom) and oversized walk-in closet. Second bedroom includes en-suite bath (full bathroom) and walk in closet as well. Third bedroom also includes a full bathroom. The huge modern designer kitchen fully equppied  features distinctive original beams large windows hardwood floors thought out,Juan,Quito Pichincha Ecuador,within a few hours,100%,69%,false,2014-10-08,Beach Street Boston MA 02111 United States,Boston,MA,2111,Loft,Entire home/apt,7,3.0,3,50000,6
7838961,https://www.airbnb.com/rooms/7838961,[1852-1NE]Elegant 1BR - Downtown Boston,Residents can enjoy fantastic on-site amenities including an outdoor swimming pool an expansive lounge billiards room yoga studio. and a fitness center with state-of-the-art strength trainingfree weights and cardio equipment. This property offers 24-hour emergency maintenance and a coffee lounge with complimentary morning coffee. Review of Property Amenities --Full time Concierge  --24-hour Doorman  --Sun deck  --Swimming pool  --Business center  --Fitness center  --Pets permitted (fee required)  --E-lounge  --Solarium  --Cyber cafe  --Resident Lounge with kitchen & billiards room  --Pet spa  --Housekeeping service available (fee)  --24-hour Maintenance Apartment Features: --High-capacity washers & dryers in unit --Chef's sink with restaurant inspired faucet  --GE stainless steel applications  --Recycled glass counter tops  --European-style flat panel cabinets  --Modern subway tile back splashes  --Contemporary high efficiency lighting  --High ceilings  --Oak flooring  --One Queen,Seamless,US,within a few hours,89%,45%,false,2009-07-10,Washington Street Boston MA 02111 United States,Boston,MA,2111,Apartment,Entire home/apt,2,1.0,1,26900,0
1240598,https://www.airbnb.com/rooms/1240598,Downtown Studio Theater Dist Common,**KINDLY NOTE:** The discounted price you see above is due to the fact that this is an old building - and although we have professionally designed each unit the old age does still show. Please keep this in mind during your stay and be kind with reviews. Please understand that Boston is considered the 2nd most expensive city in the US after New York and average hotel prices in the area are $300-$500 dollars a night. This unit is bordering the Boston Commons and right smack dab in the middle of Downtown. We have done the best with what we have and we hope our guests have reasonable expectations and a very pleasant stay! Please be warned that the Owner of the building has asked that tenants leave their trash bags at the top of the first floor stairs as he doesn't approve of them going behind the building to the dumpster. The superintendent then takes this trash behind the building every night. This means you will often see trash at the top of these stairs until the evening. Also it i,Ahmed,Cambridge Massachusetts United States,within a few hours,94%,84%,false,2012-05-12,Tremont Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,2,1.0,1,15200,76
8799256,https://www.airbnb.com/rooms/8799256,A View of Boston Common,Its two bedrooms apartment with roomy kitchen dinning area and living space,Emma,Medford Massachusetts United States,within an hour,100%,99%,false,2015-09-11,Tremont Street Boston MA 02111 United States,Boston,MA,2111,Apartment,Entire home/apt,6,1.0,2,29500,43
4924009,https://www.airbnb.com/rooms/4924009,Small Studio by Theater District,**KINDLY NOTE:** The discounted price you see above is due to the fact that this is an old building - and although we have professionally designed each unit the old age does still show. Please keep this in mind during your stay and be kind with reviews. Please understand that Boston is considered the 2nd most expensive city in the US after New York and average hotel prices in the area are $300-$500 dollars a night. This unit is bordering the Boston Commons and right smack dab in the middle of Downtown. We have done the best with what we have and we hope our guests have reasonable expectations and a very pleasant stay! Please be warned that the Owner of the building has asked that tenants leave their trash bags at the top of the first floor stairs as he doesn't approve of them going behind the building to the dumpster. The superintendent then takes this trash behind the building every night. This means you will often see trash at the top of these stairs until the evening. Studio inc,Ahmed,Cambridge Massachusetts United States,within a few hours,94%,84%,false,2012-05-12,Tremont Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,3,1.0,1,12800,52
12069214,https://www.airbnb.com/rooms/12069214,Downtown - Boston Common view,Beautiful studio overlooking the Boston Common Park - located in the downtown district bordering the Theatre District with its amazing nightclubs theatres and other venues. Chinatown is behind the building if you fancy some authentic Chinese cuisine. The studio includes an entry way bathroom kitchen and studio overlooking the Park - laundry is available down the hallway - you can purchase a card add money and do your laundry if necessary - utilities and wifi included - The location is perfect: just next to Boylston Station - there are countless cafes bars and restaurants in the neighborhood,Nathaniel,Boston Massachusetts United States,within a few hours,100%,95%,false,2011-06-29,Boylston Street Boston MA 02116 United States,Boston,MA,2116,Apartment,Entire home/apt,3,1.0,0,22000,8
